date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-28,delhi,Cluster beans,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-28,delhi,Coconut,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-28,delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-28,delhi,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-28,delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-28,delhi,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-28,delhi,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-28,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-28,delhi,Dill Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-28,delhi,Drumsticks,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-28,delhi,Brinjal,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-28,delhi,Brinjal (Big),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-28,delhi,Elephant Yam,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-28,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-28,delhi,French Beans,177,204 - 225,212 - 292,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-28,delhi,Garlic,257,296 - 326,308 - 424,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-28,delhi,Ginger,127,146 - 161,152 - 210,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-28,delhi,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-28,delhi,Green Peas,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-28,delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-28,delhi,Lemon (Lime),101,116 - 128,121 - 167,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-28,delhi,Mango Raw,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-28,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-28,delhi,Mushroom,74,85 - 94,89 - 122,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-28,delhi,Mustard Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-28,delhi,Ladies Finger,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-28,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-28,delhi,Radish,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-28,delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-28,delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-28,delhi,Snake Gourd,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-28,delhi,Sorrel Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-28,delhi,Spinach,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-28,delhi,Sweet Potato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-29,delhi,Onion Big,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-29,delhi,Onion Small,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-29,delhi,Tomato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-29,delhi,Green Chilli,66,76 - 84,79 - 109,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-29,delhi,Beetroot,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-29,delhi,Potato,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-29,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-29,delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-29,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-29,delhi,Ash gourd,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-29,delhi,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-29,delhi,Banana Flower,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-29,delhi,Capsicum,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-29,delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-29,delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-29,delhi,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-29,delhi,Broad Beans,67,77 - 85,80 - 111,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-29,delhi,Cabbage,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-29,delhi,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-29,delhi,Cauliflower,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-29,delhi,Cluster beans,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-29,delhi,Coconut,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-29,delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-29,delhi,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-29,delhi,Coriander Leaves,6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-29,delhi,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-29,delhi,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-29,delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-29,delhi,Dill Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-29,delhi,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-29,delhi,Brinjal,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-29,delhi,Brinjal (Big),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-29,delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-29,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-29,delhi,French Beans,168,193 - 213,202 - 277,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-29,delhi,Garlic,278,320 - 353,334 - 459,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-29,delhi,Ginger,140,161 - 178,168 - 231,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-29,delhi,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-29,delhi,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-29,delhi,Ivy Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-29,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-29,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-29,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-29,delhi,Mushroom,93,107 - 118,112 - 153,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-29,delhi,Mustard Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-29,delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-29,delhi,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-29,delhi,Radish,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-29,delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-29,delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-29,delhi,Snake Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-29,delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-29,delhi,Spinach,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-29,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-30,delhi,Onion Big,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-30,delhi,Onion Small,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-30,delhi,Tomato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-30,delhi,Green Chilli,66,76 - 84,79 - 109,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-30,delhi,Beetroot,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-30,delhi,Potato,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-30,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-30,delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-30,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-30,delhi,Ash gourd,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-30,delhi,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-30,delhi,Banana Flower,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-30,delhi,Capsicum,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-30,delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-30,delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-30,delhi,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-30,delhi,Broad Beans,67,77 - 85,80 - 111,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-30,delhi,Cabbage,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-30,delhi,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-30,delhi,Cauliflower,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-30,delhi,Cluster beans,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-30,delhi,Coconut,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-30,delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-30,delhi,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-30,delhi,Coriander Leaves,6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-30,delhi,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-30,delhi,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-30,delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-30,delhi,Dill Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-30,delhi,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-30,delhi,Brinjal,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-30,delhi,Brinjal (Big),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-30,delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-30,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-30,delhi,French Beans,168,193 - 213,202 - 277,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-30,delhi,Garlic,278,320 - 353,334 - 459,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-30,delhi,Ginger,140,161 - 178,168 - 231,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-30,delhi,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-30,delhi,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-30,delhi,Ivy Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-30,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-30,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-30,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-30,delhi,Mushroom,93,107 - 118,112 - 153,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-30,delhi,Mustard Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-30,delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-30,delhi,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-30,delhi,Radish,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-30,delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-30,delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-30,delhi,Snake Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-30,delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-30,delhi,Spinach,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-30,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-31,delhi,Onion Big,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-31,delhi,Onion Small,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-31,delhi,Tomato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-31,delhi,Green Chilli,66,76 - 84,79 - 109,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-31,delhi,Beetroot,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-31,delhi,Potato,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-31,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-31,delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-31,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-31,delhi,Ash gourd,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-31,delhi,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-31,delhi,Banana Flower,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-31,delhi,Capsicum,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-31,delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-31,delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-31,delhi,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-31,delhi,Broad Beans,67,77 - 85,80 - 111,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-31,delhi,Cabbage,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-31,delhi,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-31,delhi,Cauliflower,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-31,delhi,Cluster beans,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-31,delhi,Coconut,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-31,delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-31,delhi,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-31,delhi,Coriander Leaves,6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-31,delhi,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-31,delhi,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-31,delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-31,delhi,Dill Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-31,delhi,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-31,delhi,Brinjal,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-31,delhi,Brinjal (Big),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-31,delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-31,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-31,delhi,French Beans,168,193 - 213,202 - 277,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-31,delhi,Garlic,278,320 - 353,334 - 459,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-31,delhi,Ginger,140,161 - 178,168 - 231,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-31,delhi,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-31,delhi,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-31,delhi,Ivy Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-31,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-31,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-31,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-31,delhi,Mushroom,93,107 - 118,112 - 153,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-31,delhi,Mustard Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-31,delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-31,delhi,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-31,delhi,Radish,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-31,delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-31,delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-31,delhi,Snake Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-31,delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-31,delhi,Spinach,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-31,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-01,delhi,Onion Big,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-01,delhi,Onion Small,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-01,delhi,Tomato,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
